Order,Sales_in_thousands,Vehicle_type,Order Date,dealership,color,Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
4100339,4.23,car,2021-11-04,"530, San Francisco, CA, 94016",#c779b9,73.70114,16.8,18,1.45,227,101.63,79.03,184.79,3.65L
4100340,13.41,passenger,2021-11-23,"517, New York City, NY, 10001",#71ce2c,42.89533,27.5,16,1.04,222,102.79,60.91,192.63,25.24L
4100345,18.59,passenger,2021-12-24,"158, Los Angeles, CA, 90001",#912ad1,189.91671,15.1,24,3.38,262,85.48,69.01,238.71,28.51L
4100348,9.72,car,2021-09-05,"877, San Francisco, CA, 94016",#c8eb6c,179.28717,29.0,18,3.97,232,103.96,60.65,263.5,24.51L
4100353,5.14,car,2021-11-09,"371, Portland, OR, 97035",#50c5b9,104.43922,16.3,23,3.51,250,87.42,72.52,273.44,7.04L
4100355,6.27,car,2021-07-02,"499, Dallas, TX, 75001",#9a03ef,137.5029,22.9,24,5.75,155,80.31,60.27,200.71,16.69L
4100359,3.03,passenger,2021-11-28,"614, Los Angeles, CA, 90001",#2e2868,74.03582,26.5,23,3.24,189,98.91,87.76,253.06,17.63L
4100361,4.03,passenger,2021-09-08,"975, San Francisco, CA, 94016",#6789a3,67.12185,23.3,17,4.27,188,93.05,73.84,223.74,22.57L
4100362,17.82,car,2021-08-25,"721, San Francisco, CA, 94016",#a1429c,108.36763,18.7,18,3.94,185,100.39,62.09,227.54,27.04L
4100366,6.13,passenger,2021-10-19,"216, Los Angeles, CA, 90001",#47c87b,143.11026,26.2,21,2.21,152,106.38,73.33,245.98,21.90L
4100373,12.00,car,2021-12-16,"28, San Francisco, CA, 94016",#a53ae6,176.46824,28.7,24,1.41,276,99.83,64.68,281.0,3.09L
4100384,16.69,car,2021-10-17,"145, San Francisco, CA, 94016",#4c1677,78.17045,19.8,20,4.35,272,83.88,70.61,243.32,16.20L
4100387,8.80,car,2021-10-03,"760, Dallas, TX, 75001",#af4f70,60.42842,16.3,24,5.14,228,94.88,87.67,260.72,28.76L
4100389,3.69,car,2021-07-15,"312, Los Angeles, CA, 90001",#e71cfc,94.12682,16.0,22,3.94,164,85.33,63.15,235.74,5.03L
4100391,17.37,car,2021-10-08,"323, Portland, ME, 04101",#503552,43.48137,29.5,27,4.64,223,98.88,82.44,205.44,5.93L
4100393,17.25,passenger,2021-08-12,"444, Los Angeles, CA, 90001",#3ad43d,64.99258,26.6,24,2.86,233,93.04,82.42,189.21,13.53L
4100394,6.28,passenger,2021-08-19,"649, San Francisco, CA, 94016",#673e0e,164.96034,24.3,15,1.33,211,92.57,88.14,185.85,13.63L
4100397,5.73,passenger,2021-08-01,"440, Austin, TX, 73301",#54913f,46.60194,27.7,17,2.81,245,82.99,89.34,253.78,11.97L
4100398,11.09,passenger,2021-12-09,"301, Boston, MA, 02215",#a0b8d0,105.78161,29.4,20,3.89,161,103.29,75.54,184.67,14.45L
4100401,18.21,passenger,2021-09-22,"513, Dallas, TX, 75001",#ac7c14,187.61947,23.1,22,5.53,157,95.73,72.12,231.13,19.37L
4100405,4.35,car,2021-07-11,"399, Los Angeles, CA, 90001",#0561b1,41.95296,29.7,24,5.95,207,97.2,67.53,260.57,3.70L
4100406,10.14,passenger,2021-10-20,"7, Dallas, TX, 75001",#839bb1,62.96829,22.5,22,2.06,254,99.46,67.82,180.34,9.26L
4100423,11.28,passenger,2021-12-02,"921, Boston, MA, 02215",#14dcbe,33.15241,27.4,18,4.66,240,80.86,80.11,217.09,29.92L
4100429,13.39,passenger,2021-09-01,"35, San Francisco, CA, 94016",#26d305,76.94158,23.3,16,2.53,209,105.16,65.12,188.91,8.83L
4100431,12.42,passenger,2021-10-12,"962, Dallas, TX, 75001",#40777e,152.47151,28.7,25,2.26,275,88.58,77.42,174.96,18.67L
4100433,13.41,car,2021-12-28,"719, New York City, NY, 10001",#46f175,74.13079,20.1,16,3.99,268,92.69,86.77,282.18,14.91L
4100436,18.67,car,2021-09-05,"30, Los Angeles, CA, 90001",#71b99e,135.08246,15.7,27,5.49,205,88.58,78.77,294.44,26.62L
4100438,15.22,passenger,2021-12-13,"864, San Francisco, CA, 94016",#ffd008,144.70759,20.7,26,2.45,227,92.62,73.04,174.31,20.64L
4100439,11.07,car,2021-08-10,"798, New York City, NY, 10001",#04125f,125.41591,22.4,23,2.52,206,84.16,89.24,235.78,26.64L
4100440,10.45,passenger,2021-07-22,"430, Atlanta, GA, 30301",#7a7fcb,68.6573,20.8,27,2.72,199,99.2,86.38,256.6,27.11L
4100442,13.50,car,2021-07-04,"687, San Francisco, CA, 94016",#1b8377,67.85596,27.7,20,5.51,196,103.73,88.15,203.97,5.13L
4100445,14.90,car,2021-10-11,"449, San Francisco, CA, 94016",#371252,100.96957,16.0,21,1.63,197,96.18,84.28,295.28,16.43L
4100446,10.91,car,2021-11-18,"521, Portland, OR, 97035",#2a1b98,157.80736,25.2,16,1.77,179,101.96,75.82,211.18,25.76L
4100449,13.70,car,2021-09-20,"252, Dallas, TX, 75001",#c2bfbb,130.55963,19.2,25,2.15,229,104.16,63.13,250.52,13.95L
4100454,4.99,car,2021-12-24,"188, San Francisco, CA, 94016",#6ee9a0,134.79144,21.8,25,4.72,214,81.64,72.53,194.98,10.97L
4100458,13.62,car,2021-07-08,"825, Seattle, WA, 98101",#d5f86f,74.38189,24.9,23,3.73,150,84.48,67.82,295.12,13.83L
4100459,5.05,passenger,2021-11-17,"51, Atlanta, GA, 30301",#b008bc,174.10511,27.4,27,2.09,270,106.79,88.12,232.66,27.44L
4100461,13.83,car,2021-10-15,"178, Los Angeles, CA, 90001",#1dfeb0,95.29404,23.6,16,5.93,246,96.55,86.58,210.65,27.57L
4100465,6.15,passenger,2021-08-18,"797, San Francisco, CA, 94016",#0833f8,140.26815,27.7,28,3.53,206,94.78,77.91,209.61,16.84L
4100466,15.69,passenger,2021-11-27,"240, Seattle, WA, 98101",#c19bab,126.9299,23.3,25,4.87,189,90.63,77.19,287.92,9.70L
4100476,4.08,car,2021-09-25,"424, Portland, OR, 97035",#8609e0,165.72364,29.5,15,3.87,160,95.66,63.79,258.23,24.71L
4100479,13.94,passenger,2021-07-13,"106, Los Angeles, CA, 90001",#1d96b3,38.01187,28.8,20,5.49,198,80.39,83.83,268.78,12.73L
4100480,3.57,passenger,2021-11-20,"436, Dallas, TX, 75001",#64c9fc,39.05838,18.3,24,4.62,164,82.98,64.14,283.85,21.72L
4100483,9.20,car,2021-10-27,"182, San Francisco, CA, 94016",#5e06e3,138.81553,28.4,22,1.29,217,86.28,81.19,275.97,24.05L
4100485,4.76,car,2021-08-04,"709, Atlanta, GA, 30301",#b51853,182.40943,18.8,21,4.47,230,94.61,82.92,244.77,7.45L
4100491,7.87,passenger,2021-10-14,"296, Austin, TX, 73301",#7a8de6,120.47932,28.3,23,2.58,221,83.12,68.62,203.36,21.05L
4100495,11.56,car,2021-09-16,"449, Seattle, WA, 98101",#0364ea,145.12355,16.0,22,1.98,185,84.05,82.15,246.23,9.32L
4100497,11.17,passenger,2021-10-28,"683, Los Angeles, CA, 90001",#3d027a,167.90341,15.9,21,2.93,171,101.35,60.25,197.96,5.60L
4100499,3.67,passenger,2021-12-07,"262, San Francisco, CA, 94016",#93edfd,56.91933,23.9,15,1.46,261,88.17,61.66,191.6,12.31L
4100500,4.49,passenger,2021-11-17,"177, Seattle, WA, 98101",#ab20c1,106.65808,27.0,21,2.97,163,109.81,69.91,236.97,5.30L
4100502,9.80,car,2021-12-15,"832, Seattle, WA, 98101",#cfa786,68.29701,17.7,16,4.22,157,89.71,74.52,274.83,25.65L
4100503,11.13,passenger,2021-11-24,"663, Los Angeles, CA, 90001",#c761d5,78.67867,15.8,25,1.72,230,91.48,76.44,299.45,29.65L
4100504,17.04,car,2021-12-02,"401, Atlanta, GA, 30301",#8feb01,95.06088,28.9,28,4.8,171,101.6,77.19,198.82,13.71L
4100509,5.54,car,2021-07-22,"809, Los Angeles, CA, 90001",#fb9050,46.96447,23.9,26,1.54,200,94.68,82.06,259.02,7.09L
4100510,9.91,car,2021-07-15,"259, New York City, NY, 10001",#aa76cd,82.71025,15.1,21,2.1,166,87.97,87.11,199.87,9.22L
4100515,12.73,car,2021-07-13,"918, New York City, NY, 10001",#9caa87,33.04146,16.9,25,2.79,270,96.48,71.93,219.73,15.63L
4100518,15.97,passenger,2021-07-16,"318, Boston, MA, 02215",#b0e07b,186.76781,16.0,20,1.04,252,102.98,87.35,207.5,22.73L
4100521,10.96,car,2021-09-01,"961, Los Angeles, CA, 90001",#153d8f,79.7966,26.3,28,5.54,186,83.36,81.38,200.71,27.76L
4100526,10.23,passenger,2021-12-16,"56, San Francisco, CA, 94016",#bd9e80,108.32838,27.0,25,1.2,201,109.87,73.98,161.61,21.03L
4100531,10.89,car,2021-09-24,"863, San Francisco, CA, 94016",#5c96c2,128.09414,17.9,26,2.33,214,107.95,78.86,276.94,10.63L
4100534,10.89,passenger,2021-09-12,"157, San Francisco, CA, 94016",#d60bee,100.6282,22.0,26,2.37,163,89.45,69.21,247.08,28.84L
4100539,17.18,car,2021-11-01,"936, San Francisco, CA, 94016",#48d3ff,73.09386,21.7,25,2.03,262,87.59,69.65,235.4,13.93L
4100540,17.24,car,2021-07-26,"612, San Francisco, CA, 94016",#017f88,144.77353,15.1,20,3.5,163,85.89,79.76,197.8,18.31L
4100541,3.40,car,2021-10-14,"837, Portland, OR, 97035",#300e4a,157.23904,20.1,19,3.23,257,90.19,68.29,202.84,28.28L
4100542,3.09,car,2021-12-17,"487, San Francisco, CA, 94016",#8b8fb0,141.00406,18.8,23,1.46,177,107.05,60.02,171.47,19.42L
4100543,19.69,passenger,2021-10-15,"837, Los Angeles, CA, 90001",#78f018,78.22253,20.3,28,2.31,255,99.15,67.89,193.04,7.18L
4100544,3.89,car,2021-08-23,"35, New York City, NY, 10001",#a73333,112.8802,24.2,22,3.62,276,104.25,60.06,235.18,29.00L
4100545,4.49,passenger,2021-08-23,"599, Boston, MA, 02215",#fafff4,58.8505,17.6,19,1.85,230,103.28,85.08,289.32,24.27L
4100548,17.91,passenger,2021-12-05,"126, Los Angeles, CA, 90001",#2bd947,157.95782,27.4,16,4.63,188,91.11,80.72,183.6,20.35L
4100549,4.47,car,2021-10-07,"588, Dallas, TX, 75001",#e2a840,61.7263,21.8,19,5.88,209,82.8,62.81,264.13,25.70L
4100551,18.73,car,2021-07-22,"251, Austin, TX, 73301",#cce09b,84.61774,20.8,15,2.52,200,94.26,86.44,298.38,12.36L
4100552,5.28,passenger,2021-11-22,"494, San Francisco, CA, 94016",#2dfc48,79.15156,29.2,19,4.72,151,86.65,84.1,226.45,20.70L
4100560,8.34,car,2021-12-16,"493, San Francisco, CA, 94016",#d55032,174.42786,16.0,20,4.25,224,87.57,76.87,243.44,15.70L
4100563,14.20,passenger,2021-08-08,"593, Los Angeles, CA, 90001",#cc1661,131.93679,18.5,26,5.3,256,84.56,79.05,216.65,20.45L
4100567,14.18,car,2021-07-24,"99, San Francisco, CA, 94016",#8f7783,183.99575,29.5,28,4.14,152,84.61,62.52,174.05,16.57L
4100576,11.57,car,2021-08-06,"927, Boston, MA, 02215",#0da80a,173.26025,25.7,20,4.55,268,105.13,87.35,295.38,11.88L
4100580,12.12,car,2021-09-23,"262, San Francisco, CA, 94016",#fb59f7,144.54169,22.5,16,3.26,265,97.17,80.1,162.5,19.30L
4100586,19.55,passenger,2021-12-12,"628, Los Angeles, CA, 90001",#7aa4a1,186.86538,27.2,21,2.43,238,86.28,78.78,249.61,14.20L
4100588,11.43,passenger,2021-11-28,"223, Portland, OR, 97035",#ea8df6,37.68612,16.9,27,3.02,224,82.69,70.99,282.08,13.56L
4100591,4.63,passenger,2021-10-10,"496, New York City, NY, 10001",#39d547,129.67021,17.1,24,4.37,248,93.85,82.37,201.18,16.19L
4100594,18.16,car,2021-07-12,"684, San Francisco, CA, 94016",#dbeea3,148.47637,17.5,18,4.63,168,92.93,76.21,167.94,19.83L
4100595,5.14,passenger,2021-07-10,"893, Atlanta, GA, 30301",#9cb2d1,121.33411,26.6,26,2.97,272,94.52,60.55,181.42,7.82L
4100598,11.78,car,2021-12-12,"995, Dallas, TX, 75001",#eea3df,94.99753,15.4,25,3.15,215,102.3,73.16,218.83,16.79L
4100602,3.62,passenger,2021-09-21,"32, Dallas, TX, 75001",#960e67,109.24118,29.1,27,5.29,208,91.98,86.37,296.84,27.17L
4100607,4.98,passenger,2021-09-01,"384, Austin, TX, 73301",#a895e1,93.31094,21.1,20,1.47,196,101.13,77.13,272.2,22.06L
4100609,16.16,car,2021-07-22,"917, New York City, NY, 10001",#3a56b6,109.95623,15.1,25,1.36,160,99.69,76.02,238.86,13.80L
4100614,17.34,passenger,2021-09-27,"455, Seattle, WA, 98101",#5267d1,127.25475,23.1,16,5.23,153,92.52,63.54,191.85,27.19L
4100616,4.58,car,2021-10-02,"312, Dallas, TX, 75001",#5894b7,152.24964,20.4,18,2.52,209,98.22,62.72,244.42,5.32L
4100617,17.33,passenger,2021-07-04,"134, San Francisco, CA, 94016",#c0a025,150.40038,25.0,18,1.93,206,88.95,81.03,204.55,6.45L
4100618,7.53,car,2021-09-24,"844, New York City, NY, 10001",#cc9ede,157.24604,25.5,19,1.67,268,107.64,66.35,169.53,16.49L
4100619,15.59,passenger,2021-11-17,"265, San Francisco, CA, 94016",#7317d1,38.1375,25.7,26,4.86,202,101.75,68.62,176.97,11.29L
4100622,5.01,passenger,2021-07-21,"453, Los Angeles, CA, 90001",#e1a89c,122.24045,15.6,26,3.58,246,98.5,60.28,162.89,10.15L
4100623,8.27,car,2021-10-02,"940, Boston, MA, 02215",#10b7c4,177.77519,17.1,26,1.46,264,84.05,76.79,292.6,29.03L
4100631,4.98,passenger,2021-11-03,"994, San Francisco, CA, 94016",#0d6aa5,77.72389,27.6,20,1.91,169,80.25,69.87,258.9,18.08L
4100138,13.54,passenger,2022-11-17,"919, Los Angeles, CA, 90001",#20c283,97.03191,20.9,25,3.65,150,95.32,89.52,282.43,23.93L
4100139,14.92,car,2022-10-13,"72, Boston, MA, 02215",#bf99e5,146.43386,18.7,19,1.37,247,83.54,79.68,283.98,15.43L
4100143,16.55,passenger,2022-08-21,"451, Dallas, TX, 75001",#1b7ff9,82.07591,21.4,27,4.27,278,108.36,72.79,279.2,14.97L
4100145,10.07,passenger,2022-08-20,"584, Austin, TX, 73301",#158e04,72.91818,24.9,21,3.13,260,97.55,79.7,184.19,18.74L
4100149,9.18,passenger,2022-09-19,"338, Dallas, TX, 75001",#36fc12,112.8736,26.5,20,3.45,267,81.61,80.17,280.98,25.74L
4100150,15.72,passenger,2022-07-10,"136, Los Angeles, CA, 90001",#8a8954,66.29626,17.2,28,4.29,262,96.41,73.73,228.28,19.60L
4100154,10.93,passenger,2022-08-18,"661, Los Angeles, CA, 90001",#ab8571,65.99456,22.3,22,4.64,236,90.83,62.69,283.84,13.10L
4100156,7.33,passenger,2022-11-01,"718, New York City, NY, 10001",#7e0d9c,107.46706,25.9,16,4.33,206,106.05,85.42,165.99,15.89L
4100163,10.05,car,2022-07-12,"64, Dallas, TX, 75001",#faf554,62.44917,15.8,24,3.49,156,82.69,88.76,171.84,9.81L
4100164,3.78,passenger,2022-12-19,"797, San Francisco, CA, 94016",#37dca5,43.40837,18.3,25,5.48,170,105.63,74.41,251.41,11.62L
4100166,17.07,passenger,2022-11-28,"274, Los Angeles, CA, 90001",#d89012,181.4447,29.6,27,3.42,238,92.71,78.7,183.91,9.55L
4100169,13.86,passenger,2022-12-10,"977, New York City, NY, 10001",#cce79d,74.5277,24.4,25,3.44,161,98.11,89.12,260.07,7.62L
4100171,18.48,car,2022-12-13,"670, San Francisco, CA, 94016",#96ff18,37.86566,18.4,23,1.35,241,109.09,79.41,278.83,23.81L
4100172,17.07,passenger,2022-09-03,"571, Seattle, WA, 98101",#f532a9,86.30562,15.4,26,3.47,200,107.94,76.37,284.61,3.70L
4100174,15.84,passenger,2022-12-12,"179, Portland, OR, 97035",#6d27ce,187.2516,24.4,27,5.27,226,92.8,60.06,200.56,15.94L
4100175,7.57,passenger,2022-09-03,"812, Los Angeles, CA, 90001",#16418f,142.51501,16.4,24,2.53,276,100.46,80.17,255.25,20.49L
4100178,9.73,car,2022-11-23,"161, San Francisco, CA, 94016",#476fdf,178.06547,15.6,26,1.17,190,99.52,81.05,187.44,9.16L
4100182,9.50,car,2022-10-01,"46, San Francisco, CA, 94016",#aaa7aa,55.64113,27.2,22,3.35,166,83.98,86.48,256.1,28.71L
4100185,17.25,passenger,2022-12-11,"836, Portland, OR, 97035",#605a69,163.62856,16.2,17,3.7,242,90.46,78.92,246.54,29.08L
4100186,18.02,car,2022-09-03,"34, Atlanta, GA, 30301",#6bb4f9,182.77124,15.3,25,4.01,231,99.16,88.81,198.26,12.43L
4100187,11.40,car,2022-09-26,"135, New York City, NY, 10001",#1c9afe,94.94976,28.4,26,4.61,275,96.59,71.49,232.64,11.78L
4100190,14.70,passenger,2022-07-17,"51, San Francisco, CA, 94016",#b118b5,35.69732,25.5,21,1.19,205,96.81,84.54,174.66,6.52L
4100199,5.95,passenger,2022-10-11,"745, Atlanta, GA, 30301",#99e03a,103.38274,17.8,28,3.4,185,101.56,76.78,160.27,14.71L
4100208,19.23,passenger,2022-07-24,"533, Los Angeles, CA, 90001",#43e036,135.16601,23.1,20,3.21,251,85.6,62.08,204.96,23.72L
4100209,4.95,car,2022-07-20,"792, San Francisco, CA, 94016",#e54c8a,88.73857,29.0,25,5.41,168,89.36,78.56,260.14,29.96L
4100211,5.81,car,2022-08-01,"907, Portland, OR, 97035",#fba126,163.17685,23.6,16,3.02,222,92.54,82.7,179.84,27.89L
4100212,15.20,passenger,2022-07-08,"68, New York City, NY, 10001",#5dd98d,65.21297,19.0,25,4.94,219,98.48,83.37,264.75,9.74L
4100213,5.71,car,2022-12-26,"392, Seattle, WA, 98101",#c4ca2c,75.93674,29.0,24,2.6,160,90.48,84.6,179.63,17.92L
4100214,9.92,passenger,2022-10-13,"193, Atlanta, GA, 30301",#b0ccba,185.81202,25.8,17,3.17,225,82.4,71.79,298.0,11.81L
4100218,14.92,passenger,2022-10-04,"464, Atlanta, GA, 30301",#1d6da9,142.05838,25.1,20,5.34,200,80.39,82.45,163.1,12.88L
4100219,3.90,car,2022-12-12,"12, New York City, NY, 10001",#f5d1f4,82.58591,16.8,20,4.87,151,100.42,84.26,187.85,18.57L
4100221,10.63,passenger,2022-08-23,"820, New York City, NY, 10001",#ed4d11,49.81757,26.8,27,2.91,150,100.26,68.8,219.14,24.21L
4100222,17.14,car,2022-09-09,"699, Seattle, WA, 98101",#b2dc9f,185.68132,25.9,20,1.78,213,82.98,60.74,238.28,4.11L
4100223,12.88,car,2022-09-01,"880, Boston, MA, 02215",#904f02,135.71602,27.7,24,3.43,239,94.63,89.46,222.94,28.78L
4100225,4.08,car,2022-11-23,"226, Portland, OR, 97035",#a8df04,155.6105,21.1,16,3.72,193,108.43,66.33,166.04,4.53L
4100227,6.23,passenger,2022-12-12,"971, Seattle, WA, 98101",#e3aed5,114.29217,24.0,28,1.49,242,97.39,81.84,285.53,13.88L
4100228,7.33,car,2022-12-04,"67, Los Angeles, CA, 90001",#96b9e1,152.26648,24.4,25,3.29,198,82.0,88.87,229.82,16.66L
4100231,9.27,passenger,2022-12-22,"222, Portland, OR, 97035",#89e780,52.52071,23.1,16,3.68,237,88.98,79.02,202.31,25.13L
4100239,14.16,passenger,2022-07-02,"473, Dallas, TX, 75001",#b8aa69,161.37746,19.9,23,4.84,162,104.36,81.29,249.2,21.14L
4100241,5.91,passenger,2022-12-02,"762, San Francisco, CA, 94016",#fa2ed0,135.3326,19.4,25,3.96,215,104.52,88.51,287.37,19.05L
4100251,3.72,car,2022-09-03,"368, Portland, OR, 97035",#e77ea7,139.10405,15.6,17,3.13,190,86.74,61.3,242.53,25.30L
4100252,7.07,car,2022-08-19,"120, New York City, NY, 10001",#fda466,147.82966,22.0,23,3.23,249,80.91,88.39,186.48,9.74L
4100255,3.36,car,2022-07-07,"898, Los Angeles, CA, 90001",#a8b5ad,73.7448,15.9,26,1.52,241,88.08,69.33,235.72,21.52L
4100258,8.43,passenger,2022-08-17,"128, Los Angeles, CA, 90001",#97e56c,172.83034,16.3,26,2.72,164,96.38,79.87,260.65,5.54L
4100265,6.59,passenger,2022-10-12,"901, Seattle, WA, 98101",#984614,59.89148,16.5,28,3.73,180,83.39,86.33,192.58,6.07L
4100266,9.39,car,2022-08-26,"887, Boston, MA, 02215",#228629,141.17522,26.7,27,4.19,203,94.23,77.37,217.62,27.43L
4100268,11.55,passenger,2022-09-16,"195, San Francisco, CA, 94016",#cc2ea4,174.77158,18.2,19,4.96,152,94.29,63.19,181.49,25.65L
4100271,16.36,car,2022-09-24,"244, Boston, MA, 02215",#e96c2b,81.3731,29.5,26,2.03,193,105.45,77.45,197.0,16.54L
4100275,3.09,passenger,2022-07-26,"721, San Francisco, CA, 94016",#be752d,98.52788,26.9,15,2.81,167,106.26,60.61,291.67,20.71L
4100277,5.13,passenger,2022-10-22,"735, Los Angeles, CA, 90001",#6300b2,119.44378,26.5,26,1.61,196,105.02,65.83,248.41,25.04L
4100279,5.02,car,2022-08-13,"545, Portland, OR, 97035",#104f18,61.1908,23.2,17,1.18,262,84.32,66.88,265.81,13.91L
4100280,8.17,passenger,2022-09-02,"272, Seattle, WA, 98101",#21a772,185.766,21.0,21,3.78,175,103.26,87.17,191.76,29.58L
4100289,19.89,car,2022-07-13,"982, Atlanta, GA, 30301",#0f82bb,122.82538,29.5,27,2.56,258,82.07,78.4,164.15,5.79L
4100293,3.30,passenger,2022-09-02,"741, San Francisco, CA, 94016",#faf333,33.83029,28.9,18,1.17,217,93.79,72.95,286.34,29.56L
4100301,18.14,passenger,2022-09-14,"819, New York City, NY, 10001",#96bca7,183.30286,20.9,22,1.13,235,88.82,74.6,212.05,20.51L
4100303,5.47,car,2022-11-14,"254, Los Angeles, CA, 90001",#4e5673,169.4236,29.3,28,4.8,191,106.53,76.95,197.63,26.09L
4100307,18.01,car,2022-08-15,"58, Atlanta, GA, 30301",#48733e,146.55192,25.9,21,5.7,223,109.44,88.77,216.61,24.45L
4100312,6.28,car,2022-08-27,"906, New York City, NY, 10001",#0f11f3,84.71716,18.2,23,5.13,274,106.02,87.73,212.49,15.33L
4100314,11.59,passenger,2022-10-01,"709, Dallas, TX, 75001",#bf6540,54.53299,25.3,20,3.55,177,81.32,85.01,207.38,27.40L
4100315,13.84,car,2022-12-26,"277, Boston, MA, 02215",#0c230a,157.73633,27.9,16,5.13,166,88.84,68.31,216.63,23.34L
4100320,15.33,passenger,2022-10-18,"519, Los Angeles, CA, 90001",#f353e0,48.82237,25.5,27,2.17,214,85.65,85.77,165.93,6.69L
4100327,15.88,car,2022-12-26,"131, Seattle, WA, 98101",#735e9a,39.07028,18.7,18,4.31,232,109.52,67.48,206.19,25.48L
4100329,6.56,passenger,2022-12-17,"388, San Francisco, CA, 94016",#6a0494,114.23465,16.8,24,5.63,276,87.3,86.46,289.21,17.09L
4100330,18.18,passenger,2022-07-11,"114, Portland, OR, 97035",#4c86b4,89.32428,24.6,28,2.95,184,92.62,68.78,277.33,11.30L
4100342,4.39,car,2022-09-10,"900, Austin, TX, 73301",#d5b16b,66.80109,15.9,27,1.07,261,100.07,70.76,244.17,21.44L
4100349,11.72,passenger,2022-11-23,"19, Los Angeles, CA, 90001",#ae949a,86.04471,28.9,16,4.34,244,84.68,79.54,167.33,11.74L
4100350,15.58,passenger,2022-09-19,"663, New York City, NY, 10001",#415849,52.14608,28.1,15,1.52,210,108.11,66.08,268.08,23.89L
4100351,13.67,passenger,2022-07-13,"411, Austin, TX, 73301",#932767,174.70227,19.7,25,3.15,214,86.21,82.56,263.5,19.36L
4100357,14.08,passenger,2022-09-20,"681, Dallas, TX, 75001",#a38856,174.79461,18.2,25,1.32,220,107.94,82.53,230.89,15.96L
4100367,17.42,car,2022-12-24,"526, Boston, MA, 02215",#f903a2,89.96897,23.6,23,2.7,227,82.99,68.87,248.12,20.83L
4100371,12.61,car,2022-07-16,"944, Boston, MA, 02215",#d4ef4f,79.151,17.4,16,5.24,150,87.38,60.19,195.99,3.13L
4100372,6.44,car,2022-07-19,"129, New York City, NY, 10001",#7ee956,59.29195,22.0,22,4.02,157,97.61,66.08,210.45,18.38L
4100373,12.55,car,2022-11-15,"376, Austin, TX, 73301",#42cf2a,86.46159,27.5,19,3.47,244,100.78,61.94,247.74,11.63L
4100377,12.51,passenger,2022-12-22,"563, San Francisco, CA, 94016",#247cd9,98.00838,21.4,22,3.83,184,87.66,82.53,197.93,24.11L
4100378,18.11,passenger,2022-07-13,"174, Atlanta, GA, 30301",#1d7811,118.42145,17.4,27,4.47,172,82.42,76.12,208.23,11.71L
4100379,10.32,passenger,2022-11-17,"371, New York City, NY, 10001",#79ec5f,118.73021,26.7,20,5.54,185,82.91,86.2,260.59,12.28L
4100388,11.56,passenger,2022-09-28,"970, Boston, MA, 02215",#2ae04b,121.52051,20.7,15,3.95,278,95.85,60.86,270.08,8.03L
4100390,12.80,passenger,2022-09-27,"880, Portland, ME, 04101",#89d1fb,104.62762,24.0,17,1.89,252,109.62,76.06,190.7,21.68L
4100391,17.32,car,2022-09-20,"534, Portland, OR, 97035",#17521f,98.46512,28.1,24,2.69,156,94.14,65.39,239.01,11.67L
4100392,18.23,passenger,2022-12-04,"847, Austin, TX, 73301",#d40072,99.12257,28.6,25,3.92,228,80.14,78.8,200.75,23.68L
4100394,6.90,car,2022-07-23,"492, Dallas, TX, 75001",#86731e,119.18271,21.8,24,3.16,200,81.38,89.75,290.28,3.90L
4100403,19.20,passenger,2022-12-18,"129, San Francisco, CA, 94016",#4ae313,140.37394,21.4,24,4.66,250,95.26,73.16,253.08,25.36L
4100404,13.37,car,2022-11-17,"310, Seattle, WA, 98101",#6541ff,158.02962,23.3,23,1.78,151,99.03,80.31,177.57,26.79L
4100406,16.05,passenger,2022-10-25,"470, Seattle, WA, 98101",#5bf70f,110.83041,26.8,23,4.4,263,96.42,73.74,198.24,23.21L
4100407,5.17,car,2022-11-16,"843, San Francisco, CA, 94016",#c32648,110.2155,20.2,21,3.42,216,96.35,81.25,212.39,26.87L
4100416,5.63,passenger,2022-11-24,"165, Los Angeles, CA, 90001",#2905e3,142.16913,17.6,16,1.93,151,100.39,62.68,280.76,22.82L
4100418,6.46,passenger,2022-09-06,"701, San Francisco, CA, 94016",#b0d65f,46.5799,23.4,23,2.94,214,93.09,66.18,187.53,5.65L
4100421,15.88,passenger,2022-12-23,"485, San Francisco, CA, 94016",#b69b5b,51.53903,19.4,22,2.02,159,85.09,70.96,253.26,11.62L
4100423,15.71,car,2022-12-01,"589, New York City, NY, 10001",#f835ec,40.51474,23.8,16,3.92,171,90.28,77.52,270.59,8.45L
4100427,4.91,passenger,2022-12-15,"598, Los Angeles, CA, 90001",#8e5093,40.43576,26.8,16,3.2,152,98.01,80.02,195.23,16.96L
4100428,8.19,passenger,2022-07-21,"595, Seattle, WA, 98101",#9fcd11,112.98947,16.5,23,4.02,261,81.98,67.19,278.1,16.66L
4100431,19.35,passenger,2022-08-25,"100, San Francisco, CA, 94016",#1425e2,81.2525,27.0,25,5.8,151,105.37,70.96,282.62,23.65L
4100433,7.64,car,2022-07-18,"997, New York City, NY, 10001",#bd8083,151.04252,23.7,25,2.95,257,87.19,83.7,261.59,27.79L
4100434,5.59,car,2022-12-21,"800, Los Angeles, CA, 90001",#8d16f1,125.55005,15.9,25,2.01,204,92.91,79.9,256.47,28.89L
